,Distance (yds),Elevation (ft),Is Home,Result
4302,33,289,0,1
4303,33,289,1,0
4304,33,289,0,1
4305,33,289,0,1
4306,33,289,0,1
4307,33,289,0,1
4308,33,450,0,0
4309,33,450,0,1
4310,33,450,0,1
4311,48,450,1,1
4312,26,450,1,1
4313,33,450,1,1
4314,26,7,1,1
4315,33,7,0,1
4316,20,7,0,1
4317,33,7,1,1
4318,40,7,0,1
4319,33,7,0,1
4320,33,7,0,1
4321,33,7,0,1
4322,33,7,0,1
4323,33,7,1,1
4324,33,50,0,1
4325,21,50,1,1
4326,49,50,0,0
4327,35,50,0,1
4328,33,50,1,1
4329,33,50,0,1
4330,33,50,1,1
4331,33,50,0,1
4332,33,50,1,1
4333,48,50,0,1
4334,33,50,1,1
4335,33,50,0,1
4336,36,50,0,1
4337,44,3,0,1
4338,33,3,1,1
4339,33,3,1,0
4340,61,3,0,0
4341,33,3,1,1
4342,50,3,1,0
4343,33,3,0,1
4344,33,3,0,0
4345,34,3,1,1
4346,37,62,1,1
4347,37,62,0,0
4348,33,62,1,1
4349,43,62,1,1
4350,30,62,0,1
4351,25,62,1,1
4352,49,62,0,1
4353,33,62,0,1
4354,51,62,0,1
4355,37,62,1,1
4356,33,750,0,1
4357,33,750,1,1
4358,33,750,0,1
4359,33,750,0,1
4360,28,750,0,1
4361,33,750,1,1
4362,33,750,1,1
4363,33,750,1,1
4364,43,20,0,1
4365,45,20,1,1
4366,51,20,0,1
4367,49,20,1,1
4368,33,20,1,1
4369,33,20,0,1
4370,33,20,1,1
4371,33,2001,1,1
4372,37,2001,0,1
4373,23,2001,1,1
4374,39,2001,0,1
4375,38,2001,1,1
4376,33,2001,0,1
4377,20,2001,1,1
4378,22,2001,0,1
4379,33,2001,1,0
4380,33,2001,0,1
4381,22,2001,1,1
4382,44,2001,0,1
4383,33,3,1,1
4384,33,3,0,1
4385,33,3,1,1
4386,30,3,1,1
4387,33,3,0,1
4388,33,3,1,1
4389,33,3,0,0
4390,33,3,1,1
4391,33,3,0,1
4392,33,3,1,1
4393,33,3,1,1
4394,33,3,1,1
4395,33,25,1,1
4396,33,25,1,1
4397,20,25,1,1
4398,31,25,0,1
4399,28,25,1,1
4400,42,25,0,1
4401,33,25,1,1
4402,33,25,0,1
4403,33,645,0,1
4404,35,645,1,1
4405,33,645,0,1
4406,33,645,1,1
4407,20,645,1,1
4408,38,645,0,1
4409,33,645,1,1
4410,33,645,1,1
4411,21,645,1,1
4412,33,645,1,1
4413,27,1070,1,1
4414,33,1070,0,1
4415,43,1070,1,1
4416,41,1070,0,0
4417,33,1070,0,1
4418,33,1070,0,0
4419,36,1070,0,0
4420,33,646,0,0
4421,33,646,0,1
4422,33,646,0,1
4423,33,646,0,1
4424,33,646,0,1
4425,33,646,0,0
4426,33,646,1,1
4427,33,646,0,1
4428,42,646,0,0
4429,33,640,1,0
4430,33,640,1,1
4431,33,640,0,1
4432,33,640,0,1
4433,33,640,1,1
4434,33,640,1,1
4435,33,640,1,1
4436,33,62,0,1
4437,28,62,1,1
4438,33,62,1,1
4439,34,62,1,1
4440,27,62,1,1
4441,37,62,0,0
4442,33,26,1,1
4443,21,26,0,1
4444,29,26,1,1
4445,33,26,1,1
4446,38,26,1,1
4447,33,26,0,1
4448,25,26,1,1
4449,33,26,0,1
4450,21,26,0,1
4451,33,26,1,1
4452,33,26,0,1
4453,33,26,1,1
4454,33,26,1,1
4455,34,482,0,1
4456,33,482,0,1
4457,33,482,0,1
4458,38,482,1,1
4459,33,482,0,1
4460,33,482,0,1
4461,33,482,0,1
4462,33,3,1,0
4463,38,3,0,1
4464,33,3,1,1
4465,46,3,0,1
4466,33,3,1,1
4467,56,3,0,1
4468,33,3,0,1
4469,36,3,0,1
4470,50,3,1,1
4471,33,594,1,1
4472,33,594,0,1
4473,30,594,1,1
4474,33,594,0,1
4475,33,594,0,1
4476,27,594,1,1
4477,20,594,1,1
4478,33,594,0,1
4479,33,594,0,1
4480,33,710,1,1
4481,22,710,1,1
4482,33,710,1,1
4483,24,710,1,1
4484,33,710,0,1
4485,56,710,1,0
4486,49,710,1,0
4487,33,710,0,1
4488,33,1020,1,1
4489,33,1020,0,1
4490,33,1020,1,1
4491,33,1020,0,1
4492,33,1020,0,1
4493,33,1020,1,1
4494,33,1020,0,1
4495,22,5280,1,1
4496,33,5280,0,1
4497,33,5280,1,1
4498,55,5280,1,0
4499,33,5280,0,1
4500,33,5280,0,1
4501,70,5280,1,0
4502,36,5280,1,1
4503,25,5280,1,1
4504,33,5280,0,1
4505,33,5280,1,1
4506,63,5280,1,0
4507,49,597,0,1
4508,33,597,1,1
4509,33,597,1,1
4510,33,597,1,1
4511,32,597,0,1
4512,33,597,1,1
4513,33,597,0,1
4514,33,597,1,1
4515,33,597,1,1
4516,33,597,1,1
4517,33,597,1,1
4518,33,597,0,1
4519,33,646,1,0
4520,33,646,0,1
4521,33,646,1,1
4522,33,646,0,1
4523,54,646,1,1
4524,46,646,0,0
4525,33,646,0,1
4526,33,646,1,1
4527,33,646,0,1
4528,22,646,0,1
4529,33,646,0,0
4530,33,748,0,1
4531,33,748,1,1
4532,33,748,0,0
4533,33,748,0,1
4534,47,748,0,1
4535,33,748,0,1
4536,33,748,0,1
4537,33,289,1,1
4538,33,289,0,1
4539,33,289,0,1
4540,33,289,1,1
4541,33,289,1,1
4542,33,289,1,1
4543,33,584,1,1
4544,23,584,1,1
4545,29,584,0,1
4546,46,584,0,1
4547,46,584,0,1
4548,33,584,1,1
4549,33,584,1,1
4550,33,584,0,1
4551,35,1070,0,1
4552,30,1070,0,1
4553,36,1070,1,1
4554,47,1070,1,1
4555,33,1070,1,1
4556,33,1070,1,1
4557,33,1070,0,0
4558,33,1070,0,1
4559,33,1070,0,1
4560,33,1070,1,1
4561,47,50,0,1
4562,24,50,1,1
4563,33,50,0,1
4564,43,50,1,1
4565,33,50,0,1
4566,28,50,1,1
4567,33,50,0,1
4568,33,50,1,0
4569,33,50,0,1
4570,33,50,1,1
4571,33,50,1,1
4572,33,50,0,1
4573,51,50,1,1
4574,37,50,0,1
4575,33,30,0,1
4576,42,30,0,1
4577,33,30,1,1
4578,33,30,1,1
4579,33,30,0,1
4580,42,30,0,1
4581,33,430,1,1
4582,45,430,1,1
4583,33,430,0,1
4584,33,430,0,1
4585,33,430,0,1
4586,25,430,1,1
4587,52,430,0,0
4588,51,430,0,1
4589,33,3,1,1
4590,50,3,1,0
4591,36,3,0,1
4592,33,3,1,1
4593,33,3,1,1
4594,33,750,0,1
4595,33,750,0,1
4596,33,750,0,1
4597,33,750,0,1
4598,33,750,1,1
4599,33,750,0,1
4600,49,750,1,1
4601,33,750,1,1
4602,33,750,0,1
4603,24,750,0,1
4604,37,750,0,1
4605,30,597,0,1
4606,33,597,1,1
4607,33,597,0,1
4608,33,597,1,1
4609,46,597,1,1
4610,33,597,0,0
4611,33,597,1,1
4612,54,597,1,1
4613,40,20,0,1
4614,50,20,1,1
4615,39,20,0,1
4616,33,20,0,1
4617,33,20,1,1
4618,33,20,0,1
4619,52,20,1,1
4620,36,20,0,1
4621,33,20,0,1
4622,33,20,1,1
4623,29,450,0,1
4624,33,450,0,0
4625,33,450,1,1
4626,23,450,0,1
4627,36,450,1,1
4628,38,450,0,1
4629,33,450,0,1
4630,33,450,1,1
4631,37,450,0,1
4632,41,597,0,0
4633,28,597,1,1
4634,43,597,1,0
4635,46,597,0,0
4636,34,597,0,1
4637,33,597,1,1
4638,33,597,1,1
4639,44,597,1,0
4640,33,1020,1,0
4641,46,1020,0,1
4642,33,1020,1,1
4643,50,1020,1,1
4644,28,1020,1,1
4645,33,1020,1,0
4646,33,1020,0,1
4647,33,1020,1,1
4648,33,1020,0,1
4649,23,640,1,1
4650,37,640,0,1
4651,33,640,1,1
4652,33,640,0,1
4653,39,640,1,1
4654,33,640,1,1
4655,23,3,1,1
4656,42,3,1,1
4657,26,3,0,1
4658,33,3,0,1
4659,33,3,1,1
4660,37,3,0,1
4661,33,3,1,1
4662,33,3,0,1
4663,36,3,0,1
4664,33,3,0,1
4665,51,1020,0,1
4666,33,1020,0,0
4667,33,1020,1,1
4668,33,1020,1,1
4669,33,1020,1,1
4670,20,1020,0,1
4671,45,1020,1,1
4672,26,1020,0,1
4673,33,1020,1,1
4674,33,1020,1,1
4675,51,1020,0,1
4676,33,640,0,1
4677,33,640,1,1
4678,33,640,0,1
4679,24,640,1,1
4680,33,640,0,1
4681,33,640,0,1
4682,33,640,1,1
4683,46,640,0,1
4684,26,640,1,1
4685,49,26,0,1
4686,33,26,1,1
4687,33,26,1,1
4688,32,26,0,1
4689,33,26,1,1
4690,52,26,0,1
4691,33,26,1,1
4692,52,26,1,1
4693,34,430,0,1
4694,33,430,0,1
4695,33,430,0,1
4696,33,430,1,0
4697,33,430,0,1
4698,46,430,1,0
4699,33,430,1,1
4700,33,430,0,1
4701,33,430,0,1
4702,43,430,0,0
4703,33,2001,0,1
4704,33,2001,0,1
4705,33,2001,1,1
4706,34,2001,1,1
4707,40,2001,0,1
4708,33,2001,1,1
4709,33,2001,0,1
4710,33,2001,1,1
4711,47,2001,0,1
4712,55,2001,1,1
4713,33,62,1,1
4714,53,62,1,1
4715,22,62,1,1
4716,33,62,0,1
4717,33,62,1,1
4718,33,62,0,1
4719,33,62,1,1
4720,33,62,1,1
4721,28,1020,1,1
4722,33,1020,0,1
4723,33,1020,1,1
4724,33,1020,0,1
4725,33,1020,1,1
4726,43,1020,1,1
4727,33,1020,0,1
4728,33,1020,1,1
4729,33,26,1,1
4730,33,26,0,1
4731,33,26,1,1
4732,31,26,0,0
4733,33,26,0,0
4734,35,26,0,1
4735,33,26,1,1
4736,60,26,0,0
4737,21,26,0,1
4738,33,26,1,1
4739,33,26,0,1
4740,48,26,0,1
4741,36,26,1,1
4742,23,3,0,1
4743,33,3,1,1
4744,33,3,0,1
4745,33,3,0,1
4746,36,3,0,1
4747,33,3,0,1
4748,44,7,1,1
4749,33,7,1,1
4750,33,7,1,1
4751,39,7,0,1
4752,33,7,1,1
4753,33,7,1,1
4754,33,7,1,1
4755,33,50,1,1
4756,55,50,0,0
4757,33,50,1,1
4758,33,50,0,1
4759,40,50,1,1
4760,25,50,1,1
4761,33,50,1,1
4762,33,50,1,1
4763,33,50,0,1
4764,25,50,1,1
4765,33,50,0,1
4766,33,450,0,1
4767,30,450,1,1
4768,43,450,1,1
4769,33,450,0,1
4770,27,450,0,1
4771,48,450,1,1
4772,33,450,1,1
4773,51,450,1,0
4774,33,450,0,1
4775,33,289,0,1
4776,27,289,1,1
4777,33,289,1,1
4778,48,289,0,1
4779,33,289,0,1
4780,42,289,1,1
4781,33,289,1,1
4782,33,482,0,1
4783,33,482,1,1
4784,33,482,1,1
4785,33,482,1,1
4786,33,482,0,1
4787,53,482,1,1
4788,33,482,0,1
4789,53,482,0,1
4790,33,482,1,1
4791,21,748,1,1
4792,33,748,1,0
4793,33,748,1,1
4794,29,748,1,1
4795,21,1050,1,1
4796,33,1050,0,1
4797,27,1050,1,1
4798,33,1050,0,1
4799,33,1050,0,1
4800,43,1050,0,1
4801,37,597,1,1
4802,33,597,1,1
4803,24,597,0,1
4804,20,597,0,1
4805,33,597,0,1
4806,33,597,0,1
4807,25,597,1,1
4808,45,597,0,1
4809,42,597,1,1
4810,21,710,1,1
4811,33,710,0,1
4812,33,710,0,1
4813,33,710,1,1
4814,33,710,0,1
4815,33,710,0,1
4816,51,646,1,0
4817,33,646,0,1
4818,33,646,1,1
4819,33,646,0,1
4820,49,646,1,1
4821,33,646,0,1
4822,33,646,0,1
4823,40,646,0,1
4824,52,646,0,0
4825,33,646,0,1
4826,33,646,1,1
4827,52,646,0,1
4828,33,26,1,1
4829,33,26,1,1
4830,33,26,0,1
4831,33,26,1,1
4832,36,26,0,1
4833,33,26,1,1
4834,33,26,0,1
4835,33,26,1,1
4836,33,26,1,0
4837,33,26,1,1
4838,33,7,0,1
4839,33,7,0,1
4840,53,7,0,0
4841,33,7,0,1
4842,33,7,0,1
4843,33,7,0,1
4844,33,594,1,1
4845,53,594,0,1
4846,28,594,1,1
4847,33,594,1,1
4848,22,594,1,1
4849,33,594,0,1
4850,33,594,0,1
4851,33,62,0,1
4852,46,62,1,1
4853,33,62,0,1
4854,44,62,1,0
4855,32,62,1,1
4856,34,62,0,1
4857,29,62,1,1
4858,56,62,0,1
4859,33,7,1,1
4860,32,7,0,1
4861,52,7,1,0
4862,33,7,0,1
4863,48,7,1,0
4864,33,7,0,1
4865,45,7,0,1
4866,40,7,0,1
4867,33,640,0,1
4868,33,640,1,1
4869,33,640,0,1
4870,33,640,1,1
4871,42,640,0,1
4872,33,640,1,1
4873,33,640,1,1
4874,33,640,1,1
4875,33,584,1,1
4876,33,584,0,1
4877,33,584,0,1
4878,33,584,1,1
4879,33,584,1,1
4880,30,584,1,1
4881,33,584,0,1
4882,33,584,1,1
4883,41,584,0,0
4884,33,25,0,1
4885,33,25,1,1
4886,33,25,0,1
4887,33,25,1,1
4888,33,25,0,1
4889,43,25,1,1
4890,33,25,0,1
4891,33,25,1,1
4892,33,25,0,1
4893,33,710,0,1
4894,48,710,1,1
4895,34,710,0,1
4896,46,710,1,1
4897,33,710,0,1
4898,33,710,1,1
4899,33,710,0,1
4900,35,710,1,1
4901,38,710,0,1
4902,45,750,0,1
4903,33,750,0,1
4904,33,750,1,1
4905,40,750,0,1
4906,33,750,0,1
4907,33,750,1,1
4908,33,750,0,1
4909,56,750,1,1
4910,45,750,0,1
4911,33,1070,0,1
4912,33,1070,1,1
4913,33,1070,0,1
4914,33,1070,0,0
4915,33,1070,1,1
4916,33,1070,1,1
4917,52,1070,0,1
4918,62,1070,1,1
4919,33,1070,0,1
4920,33,1070,1,1
4921,52,1070,0,1
4922,27,1070,1,1
4923,37,1070,0,0
4924,46,3,0,1
4925,33,3,0,1
4926,21,3,1,1
4927,49,3,0,1
4928,33,3,0,0
4929,53,3,1,0
4930,32,3,0,1
4931,35,3,1,1
4932,26,3,0,1
4933,33,748,1,1
4934,20,748,1,1
4935,33,748,1,1
4936,50,748,1,0
4937,33,748,0,1
4938,33,748,1,0
4939,42,748,1,1
4940,33,450,0,1
4941,33,450,1,1
4942,23,450,0,1
4943,33,450,1,1
4944,47,450,0,1
4945,33,450,0,1
4946,49,450,1,1
4947,52,450,0,1
4948,37,450,1,1
4949,55,450,0,1
4950,33,450,1,1
4951,35,450,0,1
4952,43,450,1,1
4953,44,30,1,1
4954,47,30,1,0
4955,33,30,0,1
4956,33,30,0,1
4957,45,30,0,1
4958,31,20,1,1
4959,33,20,0,1
4960,30,20,0,1
4961,33,20,1,1
4962,33,20,1,1
4963,24,20,0,1
4964,33,20,1,1
4965,33,20,0,1
4966,44,20,0,0
4967,33,20,1,0
4968,33,20,0,1
4969,33,20,0,1
4970,36,20,0,1
4971,33,7,0,1
4972,33,7,1,1
4973,68,7,0,0
4974,33,7,1,0
4975,34,7,0,1
4976,33,7,1,0
4977,33,7,0,1
4978,33,7,0,1
4979,33,7,0,1
4980,25,3,1,1
4981,31,3,1,1
4982,33,3,0,1
4983,33,3,0,1
4984,40,3,0,1
4985,49,646,0,0
4986,39,646,0,1
4987,33,646,0,1
4988,50,646,0,1
4989,33,646,1,1
4990,32,646,0,1
4991,33,646,1,1
4992,35,646,1,1
4993,66,646,0,1
4994,33,50,0,1
4995,33,50,1,0
4996,33,50,0,1
4997,21,50,0,1
4998,53,50,1,1
4999,33,50,0,1
5000,47,584,0,1
5001,57,584,1,1
5002,33,584,1,1
5003,41,584,1,1
5004,22,584,0,1
5005,33,584,1,1
5006,52,584,1,1
5007,28,584,1,1
5008,33,750,0,1
5009,33,750,1,1
5010,33,750,0,1
5011,43,750,0,1
5012,33,750,0,1
5013,42,750,1,0
5014,26,750,1,1
5015,54,13,0,1
5016,33,13,0,1
5017,33,13,0,1
5018,33,13,1,1
5019,33,13,1,1
5020,33,13,0,1
5021,33,13,1,1
5022,38,13,0,1
5023,33,13,1,1
5024,51,13,0,1
5025,33,430,1,1
5026,33,430,0,1
5027,33,430,1,1
5028,43,430,0,1
5029,27,430,0,1
5030,23,430,0,1
5031,32,430,1,1
5032,51,430,0,0
5033,33,1020,0,0
5034,34,1020,1,1
5035,33,1020,1,1
5036,33,1020,1,1
5037,33,1020,0,1
5038,33,1020,1,1
5039,24,1020,0,1
5040,33,1020,0,0
5041,33,2001,0,1
5042,33,2001,0,1
5043,50,2001,1,1
5044,33,2001,1,1
5045,48,2001,0,0
5046,33,2001,1,1
5047,33,2001,1,0
5048,46,2001,0,1
5049,38,2001,1,1
5050,50,2001,0,1
5051,21,2001,1,1
5052,33,289,0,1
5053,52,289,0,0
5054,36,289,0,0
5055,33,289,0,1
5056,45,289,1,1
5057,33,289,0,1
5058,26,289,1,1
5059,33,289,1,1
5060,33,289,0,1
5061,33,5280,1,1
5062,45,5280,1,1
5063,33,5280,1,1
5064,47,5280,1,1
5065,21,5280,1,1
5066,35,5280,1,1
5067,33,645,1,1
5068,33,645,0,1
5069,33,645,1,1
5070,33,645,1,0
5071,33,645,1,1
5072,33,645,0,1
5073,33,645,1,1
5074,33,645,1,1
5075,33,645,0,1
5076,33,840,0,1
5077,33,840,1,1
5078,53,840,0,1
5079,33,840,0,1
5080,33,840,1,1
5081,44,840,0,0
5082,33,840,1,1
5083,43,840,1,1
5084,33,840,1,1
5085,19,840,1,1
5086,33,62,1,1
5087,33,62,0,1
5088,33,62,1,1
5089,55,62,0,0
5090,33,62,1,1
5091,33,62,0,1
5092,33,62,1,1
5093,48,62,1,1
5094,26,62,0,1
5095,26,62,1,1
5096,33,62,0,1
5097,33,597,1,1
5098,33,597,1,1
5099,33,597,1,1
5100,33,597,0,1
5101,33,597,0,1
5102,21,597,1,1
5103,47,597,1,1
5104,29,597,1,1
5105,33,597,1,1
5106,33,597,0,1
5107,41,62,1,1
5108,33,62,0,1
5109,33,62,1,1
5110,33,62,0,1
5111,33,62,0,1
5112,22,62,1,1
5113,23,62,0,1
5114,55,62,0,1
5115,45,62,1,0
5116,33,62,0,1
5117,23,62,0,1
5118,33,62,1,1
5119,33,5280,1,1
5120,33,5280,0,1
5121,33,5280,0,1
5122,40,5280,0,1
5123,46,5280,0,1
5124,20,5280,0,1
5125,33,645,1,1
5126,33,645,0,1
5127,33,645,0,1
5128,54,645,0,0
5129,33,645,1,1
5130,33,645,1,1
5131,38,645,1,1
5132,33,645,0,1
5133,33,645,0,1
5134,33,840,1,1
5135,48,840,0,1
5136,52,840,0,1
5137,33,594,1,1
5138,33,594,1,1
5139,33,594,1,1
5140,33,594,0,1
5141,33,594,1,1
5142,33,594,0,1
5143,33,597,1,1
5144,33,597,1,1
5145,26,597,1,1
5146,20,597,1,1
5147,28,597,1,1
5148,33,597,1,1
5149,33,597,1,1
5150,33,597,1,1
5151,38,7,1,1
5152,33,7,0,1
5153,33,7,0,1
5154,34,7,0,1
5155,43,7,0,1
5156,33,7,1,1
5157,33,7,0,1
5158,33,7,1,1
5159,43,482,1,0
5160,33,482,0,1
5161,33,482,0,1
5162,33,482,1,1
5163,33,482,1,1
5164,33,482,0,1
5165,33,482,1,1
5166,35,482,1,1
5167,29,30,1,1
5168,33,30,0,1
5169,33,30,1,1
5170,33,30,0,1
5171,25,30,1,1
5172,33,30,0,1
5173,31,30,1,1
5174,33,30,0,1
5175,33,30,1,1
5176,33,30,0,1
5177,33,30,0,1
5178,33,30,1,1
5179,33,62,1,1
5180,33,62,1,1
5181,33,62,1,1
5182,33,62,0,1
5183,33,62,0,1
5184,52,62,0,0
5185,33,62,1,1
5186,34,3,0,0
5187,58,3,1,0
5188,33,3,0,1
5189,33,3,1,1
5190,33,3,1,1
5191,23,3,0,1
5192,33,3,1,1
5193,48,3,0,1
5194,33,640,0,1
5195,33,640,1,1
5196,33,640,1,1
5197,52,640,0,1
5198,26,640,1,1
5199,29,640,1,1
5200,33,640,1,1
5201,33,640,0,1
5202,33,13,1,1
5203,41,13,1,0
5204,33,13,0,1
5205,33,13,0,1
5206,33,13,0,1
5207,38,13,1,0
5208,33,13,0,1
5209,29,289,0,1
5210,36,289,0,0
5211,33,289,1,1
5212,44,289,0,1
5213,33,289,0,1
5214,33,289,1,1
5215,26,289,0,1
5216,27,289,1,1
5217,48,289,0,1
5218,55,289,1,0
5219,44,3,0,1
5220,46,3,0,1
5221,36,3,0,1
5222,33,3,1,1
5223,27,3,1,1
5224,33,3,1,1
5225,33,3,1,1
5226,33,3,0,1
5227,22,3,1,1
5228,49,3,0,0
5229,25,1050,1,1
5230,33,1050,1,1
5231,33,1050,0,1
5232,33,1050,0,0
5233,33,1050,1,1
5234,33,1050,0,0
5235,20,1050,0,1
5236,33,1050,1,1
5237,37,1020,1,1
5238,33,1020,0,1
5239,33,1020,1,1
5240,33,1020,0,1
5241,30,1020,0,1
5242,33,1020,0,1
5243,54,1020,1,1
5244,33,1020,0,1
5245,33,1020,1,1
5246,33,1020,0,1
5247,30,2001,1,1
5248,33,2001,0,1
5249,33,2001,0,1
5250,46,2001,0,1
5251,46,2001,0,1
5252,35,62,0,1
5253,33,62,1,1
5254,33,62,0,1
5255,33,62,1,0
5256,33,62,0,1
5257,31,62,0,1
5258,33,62,0,1
5259,33,62,1,1
5260,33,62,1,1
5261,33,62,0,1
5262,33,62,1,0
5263,33,750,1,1
5264,39,750,0,1
5265,48,750,1,1
5266,29,750,0,1
5267,33,750,1,1
5268,33,750,1,1
5269,33,750,0,1
5270,44,750,1,1
5271,39,840,0,1
5272,38,840,1,1
5273,38,840,1,1
5274,33,840,1,1
5275,52,840,0,1
5276,55,840,1,1
5277,49,840,1,0
5278,40,840,0,1
5279,54,840,1,1
5280,33,482,1,1
5281,33,482,0,0
5282,44,482,0,1
5283,33,482,0,1
5284,33,482,1,1
5285,44,482,0,1
5286,22,482,0,1
5287,36,482,0,0
5288,57,482,1,0
5289,51,482,0,0
5290,40,482,0,0
5291,50,482,1,0
5292,50,482,0,1
5293,33,25,0,1
5294,23,25,1,1
5295,37,25,0,1
5296,33,25,0,0
5297,43,25,0,1
5298,37,25,0,0
5299,47,25,0,0
5300,33,20,1,1
5301,31,20,0,1
5302,35,20,1,0
5303,33,20,0,0
5304,33,20,0,1
5305,33,20,1,1
5306,33,20,0,1
5307,32,20,1,1
5308,47,20,0,1
5309,23,26,0,1
5310,33,26,1,1
5311,33,26,0,1
5312,42,26,1,1
5313,33,26,1,1
5314,33,26,1,1
5315,60,26,1,0
5316,33,26,0,1
5317,33,26,1,1
5318,33,26,1,1
5319,33,26,1,1
5320,33,50,1,0
5321,33,50,0,0
5322,33,50,1,0
5323,33,50,1,1
5324,52,50,0,1
5325,33,50,1,1
5326,51,50,0,1
5327,32,50,0,1
5328,56,50,1,0
5329,33,50,0,1
5330,21,50,0,1
5331,44,450,1,1
5332,33,450,0,1
5333,23,450,1,1
5334,33,450,1,1
5335,33,450,0,0
5336,33,450,0,1
5337,24,450,1,1
5338,33,450,0,1
5339,33,450,0,0
5340,54,645,0,0
5341,30,645,1,1
5342,33,645,1,1
5343,51,645,0,1
5344,33,645,0,1
5345,33,645,1,1
5346,51,645,0,1
5347,33,645,1,1
5348,38,645,1,1
5349,33,645,1,1
5350,33,645,0,1
5351,31,645,1,1
5352,33,645,1,1
5353,31,118,1,1
5354,33,118,1,1
5355,33,118,1,1
5356,31,118,0,1
5357,52,118,1,1
5358,33,118,0,0
5359,33,118,1,1
5360,49,118,0,1
5361,48,748,1,1
5362,30,748,0,1
5363,33,748,1,1
5364,43,748,1,1
5365,58,748,0,1
5366,33,748,0,1
5367,49,748,1,1
5368,33,1070,1,1
5369,21,1070,1,1
5370,61,1070,1,0
5371,33,1070,0,1
5372,33,1070,1,1
5373,47,1070,0,1
5374,33,7,0,1
5375,33,7,1,0
5376,33,7,0,1
5377,33,7,1,1
5378,33,7,0,1
5379,52,7,1,0
5380,34,7,0,1
5381,33,7,0,1
5382,33,7,0,0
5383,33,584,0,1
5384,33,584,0,1
5385,36,584,0,1
5386,51,584,0,1
5387,33,584,1,1
5388,33,584,0,1
5389,33,584,1,1
5390,33,584,0,1
5391,33,584,0,1
5392,23,430,0,1
5393,28,430,0,1
5394,33,430,1,1
5395,33,430,0,1
5396,43,430,1,1
5397,33,430,1,1
5398,33,430,0,1
5399,52,430,0,1
5400,33,430,1,1
5401,38,430,1,1
5402,33,430,1,1
5403,33,646,0,1
5404,38,646,0,1
5405,33,646,0,1
5406,40,646,0,1
5407,33,646,0,1
5408,35,646,1,1
5409,33,646,0,1
5410,33,289,1,1
5411,33,289,0,1
5412,33,289,1,1
5413,30,289,0,1
5414,33,289,0,1
5415,45,289,0,1
5416,33,289,1,1
5417,51,289,0,0
5418,49,289,0,1
5419,33,594,1,1
5420,33,594,0,1
5421,38,594,0,1
5422,33,594,0,1
5423,33,594,1,1
5424,33,594,0,1
5425,33,710,1,1
5426,41,710,1,1
5427,31,710,0,1
5428,33,710,1,1
5429,33,710,1,1
5430,33,710,1,1
5431,33,450,0,1
5432,50,450,1,1
5433,52,450,0,1
5434,42,450,1,1
5435,33,450,1,1
5436,42,450,1,0
5437,33,450,0,1
5438,33,450,0,1
5439,33,450,0,1
5440,33,25,1,1
5441,33,25,1,1
5442,52,25,1,1
5443,33,25,0,0
5444,33,25,1,1
5445,39,25,1,1
5446,33,25,1,1
5447,26,3,1,1
5448,33,3,0,1
5449,33,3,0,1
5450,33,3,0,1
5451,33,3,0,1
5452,31,3,0,1
5453,33,3,0,1
5454,33,5280,0,1
5455,33,5280,1,1
5456,50,5280,0,1
5457,43,5280,0,0
5458,33,5280,0,1
5459,33,5280,0,1
5460,32,5280,1,1
5461,33,5280,0,1
5462,33,5280,1,1
5463,29,5280,0,1
5464,33,5280,1,1
5465,33,118,0,1
5466,40,118,1,1
5467,33,118,0,1
5468,24,118,0,1
5469,33,118,1,1
5470,58,118,0,0
5471,33,118,1,1
5472,33,118,0,1
5473,54,118,1,1
5474,53,118,1,1
5475,24,748,0,1
5476,33,748,1,1
5477,25,748,0,1
5478,47,748,1,1
5479,33,748,1,1
5480,33,748,0,1
5481,38,748,0,1
5482,50,748,0,0
5483,23,748,1,1
5484,47,748,0,0
5485,33,750,1,1
5486,33,750,1,1
5487,33,750,0,1
5488,27,750,1,1
5489,33,750,0,1
5490,40,750,0,1
5491,52,750,1,1
5492,43,750,0,1
5493,37,750,1,1
5494,33,30,0,1
5495,33,30,1,1
5496,33,30,0,1
5497,33,30,0,1
5498,33,30,0,1
5499,33,30,1,1
5500,46,30,1,0
5501,33,7,1,1
5502,33,7,0,1
5503,49,7,1,0
5504,33,7,0,1
5505,36,7,0,1
5506,33,7,0,1
5507,33,7,1,1
5508,33,7,0,1
5509,33,7,1,1
5510,33,7,1,1
5511,36,7,0,1
5512,45,3,0,1
5513,49,3,1,1
5514,33,3,1,1
5515,53,3,1,1
5516,44,3,1,1
5517,33,3,1,1
5518,33,26,1,1
5519,33,26,1,1
5520,33,26,1,1
5521,43,26,1,0
5522,28,26,0,1
5523,33,26,1,1
5524,33,26,1,1
5525,22,26,1,1
5526,52,25,0,1
5527,45,25,1,1
5528,33,25,0,1
5529,33,25,1,1
5530,30,25,0,1
5531,33,25,1,1
5532,33,25,0,1
5533,33,25,0,1
5534,33,25,0,1
5535,33,25,0,1
5536,33,584,1,1
5537,52,584,1,1
5538,41,584,1,0
5539,33,584,0,1
5540,33,584,1,1
5541,33,584,0,1
5542,33,62,0,1
5543,36,62,0,1
5544,33,62,1,1
5545,47,62,0,1
5546,33,62,1,1
5547,33,62,1,1
5548,41,62,0,1
5549,31,62,0,1
5550,47,62,1,1
5551,53,1070,0,1
5552,33,1070,1,1
5553,33,1070,1,1
5554,31,1070,1,1
5555,33,1070,1,1
